p,q,r,output
PersonX does not have a great idea,loses contact with brother,xEffect,0
PersonX does not visit PersonX's mom,Shy,xIntent,0
PersonX doesn't know how to mow my lawn,Doesn't take lessons,xAttr,0
PersonX does not surprise PersonX's boyfriend,don't avoid PersonY,xAttr,0
PersonX can beat a record,seem unfriendly,xReact,0
PersonX doesn't offer to pay,Long for a baby,oEffect,0
PersonX bites the hand that feeds PersonX,to make them suffer,xIntent,0
PersonX exchanges insurance information,to be alone,xWant,0
PersonX does not give PersonX's friends,to explore exposure therapy,xWant,0
PersonX does not take PersonY's purse,to avoid personY,xWant,0
PersonX does not shin PersonY's shoes,busy,xNeed,0
PersonX rushes PersonY to the hospital,excitable,xWant,0
PersonX does not run very fast,like they aren't even there,xWant,0
PersonX does not change PersonY's attitudes,to be rude,xWant,0
PersonX uses PersonY's laptop,avoid personY,xWant,0
PersonX bleaches PersonY's hair,Drags others behind,xIntent,0
PersonX sees PersonY family,stays slim,xIntent,0
PersonX does not hold PersonY's phone,to ask personx why they won't love them,xEffect,0
PersonX treats PersonY with respect,Sheltered,oReact,0
PersonX bleaches PersonY's hair,host an event,oReact,0
PersonX does not publish PersonY article,competent,xIntent,0
PersonX does not make fun of PersonY's name,not uncaring,oReact,0
PersonX doesn't know where PersonY lives,not kind,xAttr,0
PersonX does not teach PersonY the basics,hatred,oReact,0
PersonX does not succeed PersonX's father,not unwanted,xReact,0
PersonX doesn't treat PersonY like a PersonZ,not slothful,xAttr,0
PersonX doesn't touch PersonY's test,to avoid sexual contact,xIntent,0
PersonX doesn't know how to fix anything,caring,xReact,0
PersonX can wait to see PersonY,proud,xReact,0
PersonX does not believe what personY saw.,not talkative,xAttr,0
PersonX does not move PersonY's furniture,not careful,xWant,0
PersonX does not laugh and told,irritated,xReact,0
PersonX laughs and told,irritated,xReact,0
PersonX carries PersonY along,bored,oReact,0
PersonX does not change PersonX's hair color,look for new book,xWant,0
PersonX does not own PersonX's own business,Hope personY sees them,xWant,0
PersonX does not start PersonX's vacation,pleased,xWant,0
PersonX challenges PersonY's friends,to scare them,xReact,0
PersonX supports PersonX's wife,to meet the group of pals,xAttr,0
PersonX does not carry out PersonY's work,To be see as a good guest,xAttr,0
PersonX doesn't pay,not evil,xAttr,0
PersonX educates PersonX's children,ineligible,xAttr,0
PersonX does not get back to normal,don't be alone,xWant,0
PersonX does not advance towards PersonY,to avoid Y when they listen to their music,oWant,0
PersonX doesn't propose to PersonY's girlfriend,not sad,xIntent,0
PersonX does not buy gifts for PersonX's family,not safe,xNeed,0
PersonX does not drive to the park,ask how PersonX's game went,xWant,0
PersonX does not take PersonY's money,concerned,xWant,0
PersonX does not hold PersonY's phone,not Ungive,xWant,0
PersonX does not change PersonY's attitudes,remains still,xAttr,0
PersonX does not awake PersonY,not remorse,oWant,0
PersonX lays down PersonX's life,to get away,oWant,0
PersonX does not begin PersonY work,broke,oEffect,0
PersonX does not call out PersonY's name,cowardly,xNeed,0
PersonX does not drive PersonX's friends home,nice,xIntent,0
PersonX does not give PersonY another chance,don't stay home alone,oWant,0
PersonX does not ask a girl out,knows the process involved,oReact,0
PersonX is not at the mall with PersonY's friends,to not damage it,xAttr,0
PersonX doesn't touch PersonY,to be friends,xReact,0
PersonX does not give PersonX's money,non compliant,xReact,0
PersonX makes PersonY's bed,to be greedy,xNeed,0
PersonX cannot connect with PersonY,not ashamed,xEffect,0
PersonX does not like anyone,curious,xWant,0
PersonX goes fishing with PersonY's father,furious,xIntent,0
PersonX seems like PersonY,sad,oEffect,0
PersonX does not give PersonX's best attempt at it,don't be fair,xWant,0
PersonX does not give PersonY a massage,to throw PersonY under the bus,xAttr,0
PersonX doesn't propose to PersonY's girlfriend,angry,xReact,0
PersonX does not fight for PersonY's lives,to spend time alone,xNeed,0
PersonX does not prank PersonY,not decisive,xReact,0
PersonX does not call PersonY's dad,PersonY to don't be clean,oEffect,0
PersonX does not watch it together,Gets humiliate,xAttr,0
PersonX does not put an ad,intrigued about what happened,xWant,0
PersonX snuggles PersonY,to do the event,xAttr,0
PersonX does not hurt PersonY much,to play with fish,xWant,0
PersonX bakes PersonY a cake,wonders what to do,xIntent,0
PersonX does not hire a trainer,call friends,xAttr,0
PersonX begs PersonY to come,damaged,oReact,0
Person X gets what Person Y needed,ashamed at themselves,xReact,0
PersonX does not impress PersonY,Safe from get arrested,oEffect,0
PersonX does not snuggle PersonY,offer other options,xReact,0
PersonX does not do n't love PersonY anymore,not unsupported,oEffect,0
PersonX does not get another job,Doesn't become cold,xAttr,0
PersonX does not chip PersonY's tooth,not fearful,xReact,0
PersonX gives PersonY any other options,to know personY might need a blanket,xIntent,0
PersonX plays beach volleyball,to feel supported,xWant,0
PersonX does not cooperate with others,not single-minded,xAttr,0
PersonX does not treat PersonY with respect,independent,oEffect,0
PersonX does not begin PersonY work,to think of playing with person x's father,xEffect,0
PersonX does not pull PersonY forward,disparing,xEffect,0
PersonX does not make money online,don't be antisocial,xReact,0
PersonX does not smell wonderful,not cool,xAttr,0
PersonX did not grab PersonY's wrist,Doesn't have same amount of money,xReact,0
PersonX does not get a phone call,Gets lost in development,xWant,0
PersonX makes a phone call,shy,oEffect,0
PersonX does not give PersonY a discount,not healthy,xReact,0
PersonX is celebrating PersonY's birthday,to consider PersonX to join,xAttr,0
PersonX does not get PersonY's money,park the car,xReact,0
PersonX hires a trainer,to ignore y,xReact,0
PersonX is not a really nice guy,not rude,xAttr,0
PersonX doesn't say they don't want their opinion.,see PersonY struggling,xNeed,0
PersonX does not call PersonY's mom,to apologize to PersonY,oWant,0
PersonX can't remember PersonY from others,don't stay away from dogs,xWant,0
PersonX does not thank PersonX's parents,to take a different girl,oReact,0
PersonX does not call PersonY names,to be alone,oReact,0
PersonX does not awake PersonY,don't confront PersonY,xAttr,0
PersonX walks up to PersonY,to be nice,xAttr,0
PersonX does not take charge of PersonY,to find out where people are,xWant,0
PersonX advances towards PersonY,great,xAttr,0
PersonX does not comb PersonY hair,not responsible,oWant,0
PersonX will work on PersonY's car,merciful,oWant,0
PersonX does not hit PersonY on the head,don't do well and earn praise,xWant,0
PersonX touches PersonY,hatred,xNeed,0
Person X doesn't drive,to avoid embarrassment,xReact,0
PersonX does not bring PersonX's son,not content,oWant,0
PersonX doesn't overcome PersonY's fear,to remain loyal,xAttr,0
PersonX does not have the time of PersonY's life,stay indoors,oReact,0
PersonX does not seem like PersonY,questioned,xReact,0
PersonX doesn't know how to mow my lawn,to focus on work,xReact,0
PersonX gets back to normal,to encourage person y to walk on their own,xEffect,0
PersonX does not break PersonX's lance,hide,xReact,0
PersonX likes PersonX's grandmother and won't go to her house,lazy,oReact,0
PersonX does not make PersonX's mom happy,not Reject,xWant,0
PersonX helps out at the soup kitchen,Unfriendly,xReact,0
PersonX does not teach PersonY the basics,Don't see PersonY struggling,xAttr,0
PersonX does not paint the living room,keep looking,xAttr,0
PersonX doesn't know where PersonY lives,To not don't trust PersonY,xReact,0
PersonX does not give PersonY a bonus,Teased by classmates,xAttr,0
PersonX does not mind PersonX's business,Doesn't want to maintain the respect,oEffect,0
PersonX exchanges insurance information,to get to know PersonX,xAttr,0
PersonX does not call out PersonY's name,concerned,xReact,0
PersonX exchanges insurance information,to be left alone,oReact,0
PersonX does not know what PersonY was talking about,not disappointment,xReact,0
PersonX wants to dance,unthoughtful,xAttr,0
PersonX tries to reassure PersonY,hold their hand,xAttr,0
PersonX gives PersonY any other options,Drags others behind,xIntent,0
PersonX works closely with PersonY,offended,xReact,0
PersonX does not take PersonY's money,to be self centered,xWant,0
PersonX doesn't invite PersonY's family,not lazy,xWant,0
Person X does not get what Person Y needed,don't ask to be added to the team,xAttr,0
PersonX doesn't touch PersonY's test,not selective,xReact,0
PersonX does not pay PersonY's visit,Doesn't have muscles that are more relaxed,oReact,0
PersonX can play with PersonX,to improve their grades,xAttr,0
PersonX does not become a lifeguard,to leave persony,xWant,0
PersonX does not see PersonY in years,to bake their own cake,xAttr,0
PersonX does not stroke PersonY's hair,is ignorant,xReact,0
PersonX does not take charge of PersonY,To keep his temper,oReact,0
PersonX washes PersonY,sad,xReact,0
PersonX does not like anyone,not good,oWant,0
PersonX does not give PersonY another chance,not sympathetic,xWant,0
PersonX does not find PersonY's parents,Haven't PersonX's secrets revealed,xReact,0
PersonX does not provide PersonY environment,supported,oEffect,0
PersonX rids the bus home,cheated,xReact,0
PersonX can find anybody,uninterested,xReact,0
PersonX does not spin PersonY around,self-centered,oEffect,0
PersonX does not pull pranks,to be more serious,xAttr,0
PersonX does not make PersonX's mom happy,rejected,xWant,0
PersonX does not bleach PersonY's hair,frightened,oEffect,0
Person Y does not care about Person X,not Entertain,oWant,0
PersonX does not introduce PersonX to PersonY,not single-minded,xAttr,0
PersonX goes for the jugular,grounded,xReact,0
PersonX can wait to see PersonY,left out,xAttr,0
PersonX does not warm PersonY,becomes concerned with PersonX,xIntent,0
Person X doesn't decide not to see Y,forgetful,xNeed,0
PersonX is proud of PersonY's accomplishment,goes unnoticed,xEffect,0
PersonX does not give PersonY another chance,not hateful,xWant,0
PersonX plays for hours,longing for a baby,xAttr,0
PersonX asks PersonY to meet,to workout by themselves,xWant,0
PersonX advances towards PersonY,see the two interact,oWant,0
PersonX does not sing the song,disappointed in himself,xReact,0
PersonX gives PersonY PersonX's hand,frustrated,xAttr,0
PersonX does not keep PersonY sane,to be in the same place as PersonY,xEffect,0
PersonX believes PersonY,silent,oReact,0
PersonX does not move around,don't remain a mystery to Y,xEffect,0
PersonX finds PersonY an apartment,to plan for a date,xWant,0
PersonX does not play paintball,to have a phone,xWant,0
PersonX gives PersonY nothing,ammended,oReact,0
PersonX is not around PersonY,supportive of PersonX's decision,xAttr,0
PersonX avoidses PersonY conflict,doesn't think of others,oEffect,0
Personx helps PersonY.,to annoy them,xAttr,0
PersonX does not hide in PersonY's room,not uninterested,xAttr,0
PersonX keeps PersonY in,treated honestly,xWant,0
PersonX doesn't want to play with PersonX's dad,don't practice for another try,xIntent,0
PersonX stalks PersonY,hide,xWant,0
PersonX doesn't overcome PersonY's fear,Gets yell at,xReact,0
PersonX does not tell mike,to break up with them,oWant,0
PersonX does not mind PersonX's business,self conscious,oEffect,0
PersonX doesn't find PersonY an apartment,to plan for a date,xWant,0
PersonX doesn't tell PersonY anything.,not inept,xWant,0
PersonX pays all of PersonY's bills,to see personX,xWant,0
PersonX does not unzip PersonY's pants,upset,xReact,0
PersonX doesn't touch PersonY's test,don't have a bath,xReact,0
PersonX doesn't ask PersonY out,defiant,xWant,0
PersonX does not feel much better after,be exclusive,xWant,0
PersonX does not call PersonY's back,not remorseful,xWant,0
PersonX enjoys PersonY's work,energetic,xWant,0
PersonX warns PersonY not to go.,oblivious,xIntent,0
PersonX calls PersonY's dad,gets pleaded with,oEffect,0
PersonX walks up to PersonY,Careless,xReact,0
PersonX makes PersonX's mom happy,pleased,xWant,0
PersonX does not pay PersonX's friend,try to play later,xWant,0
PersonX does not move to a new city,to make Mike apologize for what he did,xIntent,0
PersonX does not do n't love PersonY anymore,law abiding,xAttr,0
PersonX does not know PersonY is pregnant.,not passionate,xWant,0
PersonX steals anything.,Forced to find a new apartment,xWant,0
PersonX quickly opened,play poker alone,xNeed,0
PersonX doesn't hate PersonY anymore.,take personx's blessing to heart,oReact,0
PersonX is not a fit for PersonY,to speak with PersonY,oEffect,0
PersonX doesn't make PersonY's sandwhich,angry,xAttr,0
PersonX invites everyone,powerful,xNeed,0
PersonX doesn't expect PersonY,to be with y,oWant,0
PersonX does not create PersonY application,to help them make the best life choices,oWant,0
PersonX can find anybody,unloved,xReact,0
PersonX does not see PersonZ's friend PersonY,to be stubborn,oReact,0
PersonX does not buy the shoes PersonY wanted,don't stay out of it,xAttr,0
PersonX does not ask PersonY's on a date,sad,xAttr,0
PersonX is allowed to play,wasteful,xAttr,0
PersonX quickly opened,vengeful,xNeed,0
PersonX starts a relationship,to give person y a second chance,xAttr,0
PersonX does not move PersonY's furniture,to ask someone else,xEffect,0
PersonX does not make PersonY award,to keep the money,xWant,0
PersonX doesn't touch PersonY,to be their own person,xReact,0
PersonX does not court PersonY,have a poor nights sleep,xIntent,0
PersonX does not warm PersonY,don't break up with them,oReact,0
PersonX does not do n't love PersonY anymore,not selfish,xAttr,0
PersonX does not offer to help PersonY,Scolded by personY,xWant,0
PersonX can't stand being around PersonY.,not tired,xReact,0
PersonX visits some friends,scared,oReact,0
PersonX does not explain the situation to PersonY,not unloved,xIntent,0
PersonX offers PersonY opportunity,to get better,oEffect,0
PersonX is not the father,to punch PersonY,xAttr,0
PersonX does not point a gun at PersonY,anxiously waits for PersonX to call back,xReact,0
PersonX knows PersonY.,excited,xWant,0
PersonX can't see PersonY,falls asleep,xEffect,0
PersonX doesn't move to the suburbs,not lazy,xReact,0
PersonX does not carry out PersonY's work,don't be near PersonX,xIntent,0
PersonX orders a salad.,frustrated,xReact,0
PersonX does not brings PersonY food,concerned,xWant,0
PersonX does not beg PersonY to come,take lifeguard test,oEffect,0
PersonX does not kill PersonX's son,sad,xAttr,0
PersonX does not beg PersonY to come,Validation from love ones,xNeed,0
PersonX does not publish PersonY article,Don't stay away form the place,xNeed,0
PersonX does not spend more time with PersonY,take personx's blessing to heart,xReact,0
PersonX stops to help PersonY,Greeted in a friendly manner by personY,xAttr,0
PersonX can find anyone to take to the prom.,independent,xReact,0
PersonX can't wait for the date,don't leave persony,xAttr,0
PersonX pats PersonY's back,generous,xAttr,0
PersonX doesn't warn PersonY not to go.,to stay calm,xWant,0
PersonX does not mind PersonX's business,ready for the task to be done,xEffect,0
PersonX doesn't treat PersonY like a PersonZ,don't try harder to earn their approval next time,xReact,0
PersonX does not give PersonY a discount,not rude,oEffect,0
PersonX does not bleach PersonY's hair,don't be quiet,xNeed,0
PersonX spins PersonY around,Told to use new phone,xReact,0
PersonX sits with PersonY's friends,non-violent,xAttr,0
PersonX cannot read PersonY's thoughts.,don't leave the hotel,xReact,0
PersonX overcomes PersonY's fear,not trained,oReact,0
PersonX does not take PersonY's money,not angry,oWant,0
PersonX pays PersonY's way,to walk fast,xAttr,0
Person X does not notice the man,to stay home,xWant,0
PersonX does not pat PersonY's back,find time to visit person Y's parents,xReact,0
PersonX does not give PersonY another chance,to do something else,oReact,0
PersonX does not offer PersonY opportunity,not irresponsible,xWant,0
PersonX does not pay PersonX's friend,Don't try to play later,xWant,0
PersonX pulls PersonY closer to PersonY,to be unmotivated,xAttr,0
PersonX buys gifts for PersonX's family,furious,xReact,0
PersonX does not enjoy PersonY's work,Doesn't get in a fight,oWant,0
PersonX does not bait PersonY's hook,make a demand to parent,xIntent,0
PersonX doesn't warn PersonY not to go.,ask person y for a better offer,xReact,0
PersonX treats PersonY like a PersonZ,regretful,oReact,0
PersonX does not interview for PersonX's dream job,Can relax,xAttr,0
PersonX does not get PersonY's money,get coaching,xWant,0
PersonX offers PersonY opportunity,is angry,oWant,0
PersonX doesn't carry PersonY,messy,xReact,0
PersonX does not keep PersonY in,not Misunderstand,xAttr,0
PersonX cannot beat a record,to just relax at home tonight,xWant,0
PersonX does not stay with PersonY's mom,irritated,xWant,0
PersonX can not stand PersonY.,free,xAttr,0
PersonX breaks PersonX's lance,to follow their own words,xWant,0
PersonX pranks PersonY,to be free,xWant,0
PersonX does not kiss PersonY passionately,Doesn't become unable to speak to persony,oEffect,0
Person X does not notice the man,don't stay home,xWant,0
PersonX moves PersonY's furniture,regretful,xIntent,0
PersonX does not use PersonY's laptop,Someone else to don't do it,xAttr,0
PersonX does not score a point,Not to don't hurt PersonY,xWant,0
PersonX does not challenge PersonY's friends,don't scare them,xReact,0
PersonX believes PersonY,to keep the money,xNeed,0
Person X does not get what Person Y needed,don't spend time doing other things,xReact,0
PersonX does not call customer service,not strong,xAttr,0
PersonX does not pull pranks,don't be exclusive,xIntent,0
PersonX does not do a terrible job,discriminated against,xReact,0
PersonX does not hide in PersonY's room,To be distract,xAttr,0
PersonX won't speak to Mike,to be friends,xWant,0
PersonX does not give PersonY the names,to know how to do the job,oReact,0
PersonX pays PersonY's electric bill,to avoid contact,oReact,0
PersonX does not rush PersonY to the hospital,not Ignore,xIntent,0
PersonX does not make money online,obtuse,xWant,0
PersonX touches PersonY,is not paid by PersonY,oEffect,0
PersonX does not give PersonY's detention,to make plans,xReact,0
PersonX does not enjoy PersonX's meal,not passionate,xNeed,0
PersonX does not call PersonY tonight,not Motivate,oReact,0
PersonX does not provide PersonY environment,big,xAttr,0
PersonX does not try to help PersonY,not generous,xAttr,0
PersonX does not fight for PersonY's lives,to kiss PersonY passionately,xReact,0
PersonX is at the lake with PersonX's family,confident,xIntent,0
PersonX does not meet new friends,Has to buy food,xAttr,0
PersonX likes PersonY's friends.,stays back,xWant,0
PersonX likes to cooperate with others.,law-abiding,oReact,0
PersonX does not kill PersonX's son,not Justify,oReact,0
PersonX does not get PersonY abortion,not well,oReact,0
Person X doesn't decide not to see Y,respectful,oWant,0
PersonX says PersonY's name,to make no mistakes,xEffect,0
PersonX becomes a lifeguard,to apologize person y,xWant,0
PersonX does not exchange insurance information,not poor,xReact,0
PersonX does not give the speech,to be mean,xReact,0
PersonX gives PersonX's best attempt at it,to be fair,xWant,0
PersonX wins the game for PersonX's team,to meet with PersonY one on one,oReact,0
PersonX does not support PersonY,scared,xIntent,0
PersonX tells anyone PersonX is going.,regretful,xReact,0
PersonX comes to the play.,wants to hurry back,xWant,0
Person Y cares about Person X,not spend money,xAttr,0
PersonX causes PersonY reaction,content,xWant,0
PersonX does not take away from PersonY,not civil,xIntent,0
PersonX warns PersonY not to go.,has not enough space,xWant,0
PersonX does not lay down PersonX's life,irresponsible,xReact,0
PersonX buys the shoes PersonY wanted,to stay out of it,xAttr,0
PersonX pays PersonY's back,angry,xIntent,0
PersonX does not pay PersonX's friend,not tidy,xEffect,0
PersonX doesn't find PersonY an apartment,don't make fudge,xEffect,0
PersonX does not walk up to PersonY,don't talk to someone else,xWant,0
PersonX makes christmas cookies,to be alone,xWant,0
PersonX does not take care of PersonX's children,Don't train to be a lifegaurd,oEffect,0
PersonX does not call PersonY's back,Don't keep a secret,xAttr,0
PersonX does not act on PersonY's behalf,Cannot sleep at night,oReact,0
PersonX does not provide PersonY environment,interested,oWant,0
PersonX tells personY don't ask them to dance.,not Justify,xNeed,0
PersonX does not work the room,to stay where they are,xNeed,0
PersonX does not sit with PersonY's friends,to study,xReact,0
PersonX laughs and told,uncaring,xWant,0
PersonX does not drive PersonX's friends home,unimpressive,oWant,0
PersonX moves around,is kicked out of school,xAttr,0
PersonX doesn't take a painting class,not annoyed,xReact,0
PersonX doesn't speak with PersonY,pay for their own abortion,xReact,0
PersonX cooperates with others,to get well,oReact,0
PersonX can save PersonY's life,sad,xEffect,0
PersonX does not thank PersonX's parents,to be wicked,xAttr,0
PersonX paints the living room,he has to keep looking,xEffect,0
PersonX doesn't take a pregnancy test,not thankful,xReact,0
PersonX does not point a gun at PersonY,Give new responsibilities,oWant,0
PersonX does not bleach PersonY's hair,To be confrontational,xWant,0
PersonX meets PersonX's mom,stupid,oReact,0
PersonX does not thank PersonX's parents,don't stop Person Y,xWant,0
PersonX cannot help PersonY.,to go fishing alone,xEffect,0
PersonX does not like the phone,caring,xReact,0
PersonX does not support PersonX's wife,is avoided,xWant,0
PersonX kills PersonX's son,forgetful,xReact,0
PersonX goes to the hardware store,is comforted by other grandkids,xWant,0
PersonX doesn't place PersonY on the table,not Relieve,xAttr,0
PersonX keeps PersonX's lips sealed,Respectful,oReact,0
PersonX does not advance towards PersonY,not uneasy,oReact,0
PersonX doesn't invite PersonY.,just fine,xAttr,0
PersonX can't save PersonY's life,Gets ground for being out past curfew,oEffect,0
PersonX does not make oatmeal,don't enjoy the items alone,xWant,0
PersonX doesn't order a salad.,To not don't touch or shake personY,xWant,0
PersonX does not influence PersonY.,to apologize to PersonY,xAttr,0
PersonX won't speak to the mother of PersonY,Don't have no friends,xReact,0
PersonX does not publish PersonY's book,not Reject,oWant,0
PersonX does not perform PersonY act,not uninterested,xReact,0
PersonX pulls PersonY closer to PersonY,irresponsible,xAttr,0
PersonX does not begin PersonY work,take another option,xAttr,0
PersonX saves PersonY from death,unhappy,xWant,0
PersonX does not move to a new city,busy,xEffect,0
PersonX was not given any presents,don't abandon Y,xWant,0
PersonX does not find it a new home,a loser,xEffect,0
PersonX does not belong to PersonY group,don't yell at personx,xReact,0
PersonX gives PersonY PersonX's hand,protect the people's privacy,oWant,0
PersonX does not pat PersonY's back,not kind,xAttr,0
PersonX does not meet PersonY's gaze,to comply the rules,xAttr,0
PersonX proposes to PersonY's girlfriend,lost,xWant,0
PersonX does not help others,neutral,xIntent,0
PersonX does not invite all PersonY's friends and family,resentful,xIntent,0
PersonX does not ask PersonY to meet,not furious,xAttr,0
PersonX doesn't know how to fix anything,offer Y a hair dye job,xWant,0
PersonX does not call customer service,strong,xAttr,0
PersonX doesn't tell anyone PersonX is going.,frowned at,xReact,0
PersonX does not say hello to PersonY,wants to maintain the respect,xIntent,0
PersonX does not load PersonY's car,anxious,xReact,0
PersonX shins PersonY's shoes,disappointment,xAttr,0
PersonX doesn't find the problem,interested,xEffect,0
PersonX cups PersonY's cheek,mean,xReact,0
PersonX does not comb PersonY hair,disoriented,xIntent,0
PersonX does not save PersonY from death,not Predispose,xReact,0
PersonX doesn't touch PersonY's test,not rude,xAttr,0
PersonX does not see PersonZ's friend PersonY,not secretive,xReact,0
Personx does not help PersonY.,not Bore,oReact,0
PersonX does not hire a trainer,not poor,xEffect,0
PersonX does not sit with PersonY's friends,don't avoid getting in trouble,xReact,0
PersonX likes dogs.,immature,xEffect,0
PersonX does not see PersonY family,not Neglect,oWant,0
PersonX does not brings PersonY food,like a winner,oEffect,0
PersonX orders a salad.,to surprise their friend,xReact,0
PersonX meets PersonY's gaze,immoral,xAttr,0
PersonX remains silent and doesn't share with PersonY.,to talk to them after,xWant,0
PersonX does not decide to go see a movie,don't have fun,xAttr,0
PersonX gets PersonY's mail,lonely,xWant,0
PersonX smiles back,careful,xAttr,0
PersonX doesn't eat it,Don't count his money,xWant,0
PersonX cries in front of PersonY,avoids conflict,xReact,0
PersonX doesn't bite the hand that feeds PersonX,they do not get wet,xAttr,0
PersonX decides not to call PersonY,not gratitude,xWant,0
PersonX does not achieve PersonYs end,be a better person,xAttr,0
PersonX doesn't play tennis with PersonX's friend,left out,xEffect,0
PersonX cares what others think,to avoid people,xEffect,0
PersonX spends more time with PersonY,to show concern for their well-being,xAttr,0
PersonX does not say something,tired,xReact,0
PersonX tells personY don't ask them to dance.,irresponsible,xAttr,0
PersonX does not like PersonY back,sad,xReact,0
PersonX opens PersonX's gift,stupid,xReact,0
PersonX does not plant a tree in PersonY's backyard,shocked,xWant,0
PersonX does not cry in front of PersonY,not Isolate,xIntent,0
PersonX does not accept the dare,don't speak with PersonY,xWant,0
PersonX doesn't have a mom.,not mature,xAttr,0
PersonX cannot beat a record,don't maintain social distance for safety,xWant,0
PersonX moves far away,lazy,xReact,0
PersonX does not enjoy PersonY's work,not narcissistic,xEffect,0
PersonX did not buy a guitar.,Gets chew out by persony,xNeed,0
PersonX makes a phone call,gets a warning from the principal,xReact,0
PersonX does not play poker with PersonY's friends,gets a text,xAttr,0
PersonX does not like PersonY's friends.,shy,xWant,0
PersonX doesn't keep promises to PersonY,to hurt his feelings,xIntent,0
PersonX does not declare war on PersonY,not good,xWant,0
PersonX does not try to cheer PersonY up,To not don't thieve,xIntent,0
PersonX finds PersonY an apartment,find out ways to attack enemy,oWant,0
PersonX does not give PersonX's best attempt at it,bad,xWant,0
PersonX doesn't make PersonY's offer,to tech them a lesson,xWant,0
PersonX does not keep PersonX's lips sealed,prudent,xReact,0
PersonX does not pay PersonX's friend,not confident,xWant,0
PersonX rings the doorbell,focus on themself,xAttr,0
PersonX speaks with PersonY anymore.,cries,xWant,0
PersonX does not spin PersonY around,to catch more fish,xNeed,0
PersonX does not believe what personY saw.,To not be bother,xWant,0
PersonX makes PersonY money,feel alone,oWant,0
PersonX tells anyone PersonX is going.,Plan to go for trip,xWant,0
PersonX places an order,gather their own envelopes,xEffect,0
PersonX can beat a record,to be mean,xAttr,0
PersonX knows how to write.,PersonY leaves a message,xAttr,0
PersonX does not awake PersonY,Doesn't stay healthy,oReact,0
PersonX won't speak to the mother of PersonY,Person y is disappointed in person X,xIntent,0
PersonX runs very fast,to thank personX for not waking them up,xIntent,0
Person X will play the game,rude,xReact,0
PersonX doesn't ask PersonY out,be exclusive,xAttr,0
PersonX does not break PersonY's fall,don't avoid installing something unnecessary,xAttr,0
PersonX tears PersonY's eyes,make their own income,xNeed,0
PersonX does not marry soon,careless,xIntent,0
PersonX doesn't bring PersonY's dog,unimpressed,xAttr,0
PersonX feels much better after,cautious,xWant,0
PersonX does not snuggle PersonY,to see a therapist,xEffect,0
PersonX does not carry PersonY along,not thankful,xAttr,0
PersonX speaks to anyone,rude,xAttr,0
PersonX does not support PersonX's wife,to meet the group of pals,xAttr,0
PersonX does not kiss PersonY's hands,to scare them,xEffect,0
PersonX does not challenge PersonY's friends,Don't look around,xReact,0
PersonX visits some friends,Admires,xWant,0
PersonX gives PersonY another chance,to stay home alone,oWant,0
