p,q,r,output
PersonX goes home happy,to be with family,xWant,1
PersonX goes home happy,to go to sleep,xWant,1
PersonX talks to PersonY's teacher,Refers to principal,oEffect,1
PersonX talks to PersonY's teacher,explains what happened,oEffect,1
PersonX talks to PersonY's teacher,Worries,oEffect,1
PersonX talks to PersonY's teacher,Changes grade,oEffect,1
PersonX talks to PersonY's teacher,nervous,oReact,1
PersonX talks to PersonY's teacher,connceted,oReact,1
PersonX talks to PersonY's teacher,to explain their behavior or grades,oWant,1
PersonX talks to PersonY's teacher,to defend themselves,oWant,1
PersonX talks to PersonY's teacher,invite in,oWant,1
PersonX talks to PersonY's teacher,shake hands,oWant,1
PersonX talks to PersonY's teacher,hopeful,xAttr,1
PersonX talks to PersonY's teacher,fair,xAttr,1
PersonX talks to PersonY's teacher,gracious,xAttr,1
PersonX talks to PersonY's teacher,concerned,xAttr,1
PersonX talks to PersonY's teacher,has a great conversation,xEffect,1
PersonX talks to PersonY's teacher,Becomes smitten with teacher,xEffect,1
PersonX talks to PersonY's teacher,gains knowledge of the issue,xEffect,1
PersonX talks to PersonY's teacher,Persuades teacher to change grades,xEffect,1
PersonX talks to PersonY's teacher,to know how they are doing in class,xIntent,1
PersonX talks to PersonY's teacher,to communicate,xIntent,1
PersonX talks to PersonY's teacher,to schedule a meeting with the teacher,xNeed,1
PersonX talks to PersonY's teacher,walk into school,xNeed,1
PersonX talks to PersonY's teacher,to list their concerns,xNeed,1
PersonX talks to PersonY's teacher,call teacher,xNeed,1
PersonX talks to PersonY's teacher,competent,xReact,1
PersonX talks to PersonY's teacher,informed,xReact,1
PersonX talks to PersonY's teacher,to make a plan with y,xWant,1
PersonX talks to PersonY's teacher,to talk to y,xWant,1
PersonX talks to PersonY's teacher,ask advice,xWant,1
PersonX talks to PersonY's teacher,argue,xWant,1
PersonX throws ___ around,refreshed,oReact,1
PersonX throws ___ around,relaxed,oReact,1
PersonX throws ___ around,to participate in a game,oWant,1
PersonX throws ___ around,to play catch with person X,oWant,1
PersonX throws ___ around,PersonX's money,oWant,1
PersonX throws ___ around,PersonX's interest,oWant,1
PersonX throws ___ around,athletic,xAttr,1
PersonX throws ___ around,hyperactive,xAttr,1
PersonX throws ___ around,reckless,xAttr,1
PersonX throws ___ around,bombastic,xAttr,1
PersonX throws ___ around,playful,xAttr,1
PersonX throws ___ around,he had to run along,xEffect,1
PersonX throws ___ around,has to replace the broken window,xEffect,1
PersonX throws ___ around,find out where it has gone,xEffect,1
PersonX throws ___ around,has to pick up the things he knocked over,xEffect,1
PersonX throws ___ around,to practice,xIntent,1
PersonX throws ___ around,to have fun,xIntent,1
PersonX throws ___ around,exercise,xIntent,1
PersonX throws ___ around,to play,xIntent,1
PersonX throws ___ around,productive,xReact,1
PersonX throws ___ around,energizes,xReact,1
PersonX throws ___ around,enjoyment,xReact,1
PersonX throws ___ around,refreshed,xReact,1
PersonX throws ___ around,happy,xReact,1
PersonX throws ___ around,play catch with a friend,xWant,1
PersonX throws ___ around,to go shopping,xWant,1
PersonX throws ___ around,to buy shoes,xWant,1
PersonX throws ___ around,gather friends for a game,xWant,1
PersonX checks the news,interested,xAttr,1
PersonX checks the news,curious,xAttr,1
PersonX checks the news,conscious,xAttr,1
PersonX checks the news,aware,xAttr,1
PersonX checks the news,learns about local events,xEffect,1
PersonX checks the news,develops a negative world view,xEffect,1
PersonX checks the news,changes views,xEffect,1
PersonX checks the news,becomes angry,xEffect,1
PersonX checks the news,shouts at the television,xEffect,1
PersonX checks the news,calls friends,xEffect,1
PersonX checks the news,to be aware of events,xIntent,1
PersonX checks the news,to be informed,xIntent,1
PersonX checks the news,to open the app,xNeed,1
PersonX checks the news,to go to news website,xNeed,1
PersonX checks the news,to open their phone,xNeed,1
PersonX checks the news,To switch on the television,xNeed,1
PersonX checks the news,To get the newspaper,xNeed,1
PersonX checks the news,to be able to watch the news on tv,xNeed,1
PersonX checks the news,informed,xReact,1
PersonX checks the news,To stay updated,xWant,1
PersonX checks the news,to learn about current events,xWant,1
PersonX checks the news,to go about their day,xWant,1
PersonX checks the news,to stay current,xWant,1
PersonX checks the news,To share news with others,xWant,1
PersonX checks the news,to catch up on events,xWant,1
PersonX learns how to play the drums,happy,oReact,1
PersonX learns how to play the drums,enjoyment,oReact,1
PersonX learns how to play the drums,to tell PersonX to stop making noise,oWant,1
PersonX learns how to play the drums,to recruit PersonX,oWant,1
PersonX learns how to play the drums,Musically inclined,xAttr,1
PersonX learns how to play the drums,Studious,xAttr,1
PersonX learns how to play the drums,playful,xAttr,1
PersonX learns how to play the drums,creative,xAttr,1
PersonX learns how to play the drums,patient,xAttr,1
PersonX learns how to play the drums,talented,xAttr,1
PersonX learns how to play the drums,they become famous,xEffect,1
PersonX learns how to play the drums,becomes an expert.,xEffect,1
PersonX learns how to play the drums,plays for a band.,xEffect,1
PersonX learns how to play the drums,they form a band,xEffect,1
PersonX learns how to play the drums,to expand his music knowledge.,xIntent,1
PersonX learns how to play the drums,to learn,xIntent,1
PersonX learns how to play the drums,to play drums,xIntent,1
PersonX learns how to play the drums,to practice,xNeed,1
PersonX learns how to play the drums,to buy drums,xNeed,1
PersonX learns how to play the drums,to attend classes regularly,xNeed,1
PersonX learns how to play the drums,apply for music class,xNeed,1
PersonX learns how to play the drums,enjoyment,xReact,1
PersonX learns how to play the drums,satisfied with himself,xReact,1
PersonX learns how to play the drums,satisfied,xReact,1
PersonX learns how to play the drums,excited,xReact,1
PersonX learns how to play the drums,happy,xReact,1
PersonX learns how to play the drums,to buy drums,xWant,1
PersonX learns how to play the drums,to learn a new instrument,xWant,1
PersonX learns how to play the drums,to join a band,xWant,1
PersonX learns how to play the drums,to perform,xWant,1
PersonX learns how to play the drums,to continue practicing,xWant,1
PersonX writes PersonY's name,becomes part of an event,oEffect,1
PersonX writes PersonY's name,receives something,oEffect,1
PersonX writes PersonY's name,happy because their name also there,oReact,1
PersonX writes PersonY's name,welcome.,oReact,1
PersonX writes PersonY's name,to ask PersonX why they are writing their name,oWant,1
PersonX writes PersonY's name,to give their phone number,oWant,1
PersonX writes PersonY's name,relentless,xAttr,1
PersonX writes PersonY's name,helpful,xAttr,1
PersonX writes PersonY's name,thoughtful,xAttr,1
PersonX writes PersonY's name,competent,xAttr,1
PersonX writes PersonY's name,pushy,xAttr,1
PersonX writes PersonY's name,considerate,xAttr,1
PersonX writes PersonY's name,to introduce person to other people who are attending the meeting.,xIntent,1
PersonX writes PersonY's name,to know the participants name,xIntent,1
PersonX writes PersonY's name,to write attendance note,xIntent,1
PersonX writes PersonY's name,to get a pen,xNeed,1
PersonX writes PersonY's name,to grab a notebook,xNeed,1
PersonX writes PersonY's name,to get the spelling of the name,xNeed,1
PersonX writes PersonY's name,to get a pen and paper,xNeed,1
PersonX writes PersonY's name,to ask PersonY their name,xNeed,1
PersonX writes PersonY's name,to grab a pencil,xNeed,1
PersonX writes PersonY's name,to have a piece of paper,xNeed,1
PersonX writes PersonY's name,he finished the work,xReact,1
PersonX writes PersonY's name,happy to introduce person.,xReact,1
PersonX writes PersonY's name,he knows all their name,xReact,1
PersonX writes PersonY's name,to put it in an envelope,xWant,1
PersonX writes PersonY's name,to send the paper in the mail,xWant,1
PersonX writes PersonY's name,to jail PersonY,xWant,1
PersonX writes PersonY's name,to write a letter,xWant,1
PersonX writes PersonY's name,to save PersonY's name in their phone,xWant,1
PersonX writes PersonY's name,to ask PersonY to sign on a document,xWant,1
PersonX writes PersonY's name,hand the paper over to someone,xWant,1
PersonX improves PersonX's typing speed,developing,xAttr,1
PersonX improves PersonX's typing speed,dedicated,xAttr,1
PersonX improves PersonX's typing speed,focused,xAttr,1
PersonX improves PersonX's typing speed,improving,xAttr,1
PersonX improves PersonX's typing speed,consistent,xAttr,1
PersonX improves PersonX's typing speed,disciplined,xAttr,1
PersonX improves PersonX's typing speed,gets a better job,xEffect,1
PersonX improves PersonX's typing speed,gets faster at typibg,xEffect,1
PersonX improves PersonX's typing speed,becomes more proficient with computers,xEffect,1
PersonX improves PersonX's typing speed,is more efficient,xEffect,1
PersonX improves PersonX's typing speed,to be a better typist,xIntent,1
PersonX improves PersonX's typing speed,to be more productive,xIntent,1
PersonX improves PersonX's typing speed,to type faster,xIntent,1
PersonX improves PersonX's typing speed,to get an a+ in computer class,xIntent,1
PersonX improves PersonX's typing speed,to communicate faster,xIntent,1
PersonX improves PersonX's typing speed,to get a better job,xIntent,1
PersonX improves PersonX's typing speed,to practice typing,xNeed,1
PersonX improves PersonX's typing speed,to study typing,xNeed,1
PersonX improves PersonX's typing speed,to get a computer,xNeed,1
PersonX improves PersonX's typing speed,to practice,xNeed,1
PersonX improves PersonX's typing speed,more secure in job,xReact,1
PersonX improves PersonX's typing speed,proud,xReact,1
PersonX improves PersonX's typing speed,satisfied,xReact,1
PersonX improves PersonX's typing speed,better,xReact,1
PersonX improves PersonX's typing speed,accomplished,xReact,1
PersonX improves PersonX's typing speed,practice some more,xWant,1
PersonX improves PersonX's typing speed,find another practice site,xWant,1
PersonX improves PersonX's typing speed,to take a speed test,xWant,1
PersonX improves PersonX's typing speed,to learn a new skill,xWant,1
PersonX improves PersonX's typing speed,to apply for the job,xWant,1
PersonX improves PersonX's typing speed,to get even quicker,xWant,1
PersonX plays ___ all the time,frustrated,oReact,1
PersonX plays ___ all the time,Have the film succeed,oWant,1
PersonX plays ___ all the time,Outperform X,oWant,1
PersonX plays ___ all the time,energetic,xAttr,1
PersonX plays ___ all the time,satisfied,xAttr,1
PersonX plays ___ all the time,preoccupied,xAttr,1
PersonX plays ___ all the time,routine,xAttr,1
PersonX plays ___ all the time,sings passionately,xEffect,1
PersonX plays ___ all the time,Smiles,xEffect,1
PersonX plays ___ all the time,practices a lot of the time,xEffect,1
PersonX plays ___ all the time,TO BE WELL,xEffect,1
PersonX plays ___ all the time,TO BE CONCERN,xEffect,1
PersonX plays ___ all the time,NONE,xEffect,1
PersonX plays ___ all the time,Becomes skilled,xEffect,1
PersonX plays ___ all the time,to beat his video game,xIntent,1
PersonX plays ___ all the time,to have down time,xIntent,1
PersonX plays ___ all the time,to engage in recreation,xIntent,1
PersonX plays ___ all the time,Clear their mind,xNeed,1
PersonX plays ___ all the time,to make a plan,xNeed,1
PersonX plays ___ all the time,to obtain the item,xNeed,1
PersonX plays ___ all the time,to find free time,xNeed,1
PersonX plays ___ all the time,to gather materials,xNeed,1
PersonX plays ___ all the time,Rehearse the role,xNeed,1
PersonX plays ___ all the time,to use the item frequently,xNeed,1
PersonX plays ___ all the time,to take the doll,xNeed,1
PersonX plays ___ all the time,entertained,xReact,1
PersonX plays ___ all the time,happy,xReact,1
PersonX plays ___ all the time,engaged,xReact,1
PersonX plays ___ all the time,to play some more,xWant,1
PersonX plays ___ all the time,to log on online with other players,xWant,1
PersonX plays ___ all the time,to help her mom,xWant,1
PersonX plays ___ all the time,to change the station,xWant,1
PersonX plays ___ all the time,to rest,xWant,1
PersonX plays ___ all the time,to become a cricketer,xWant,1
PersonX plays ___ all the time,to do her homework,xWant,1
PersonX plays ___ all the time,To win an oscar,xWant,1
PersonX plays ___ all the time,To be viewed as the best actor,xWant,1
PersonX plays ___ all the time,to win the match,xWant,1
PersonX enters ___ eating contest,silly and entertained,oReact,1
PersonX enters ___ eating contest,give trophy,oWant,1
PersonX enters ___ eating contest,accept money,oWant,1
PersonX enters ___ eating contest,exciting,xAttr,1
PersonX enters ___ eating contest,bold,xAttr,1
PersonX enters ___ eating contest,determined,xAttr,1
PersonX enters ___ eating contest,fun,xAttr,1
PersonX enters ___ eating contest,adventurous,xAttr,1
PersonX enters ___ eating contest,competitive,xAttr,1
PersonX enters ___ eating contest,person x pukes,xEffect,1
PersonX enters ___ eating contest,Throws up,xEffect,1
PersonX enters ___ eating contest,Gets indigestion,xEffect,1
PersonX enters ___ eating contest,person x is full,xEffect,1
PersonX enters ___ eating contest,to have fun,xIntent,1
PersonX enters ___ eating contest,to win,xIntent,1
PersonX enters ___ eating contest,to starve the previous day,xNeed,1
PersonX enters ___ eating contest,to improve his eating skills,xNeed,1
PersonX enters ___ eating contest,sign a contract,xNeed,1
PersonX enters ___ eating contest,pay admission fee,xNeed,1
PersonX enters ___ eating contest,to like eating,xNeed,1
PersonX enters ___ eating contest,to put in their entry,xNeed,1
PersonX enters ___ eating contest,tired,xReact,1
PersonX enters ___ eating contest,excited,xReact,1
PersonX enters ___ eating contest,silly and fun,xReact,1
PersonX enters ___ eating contest,to practice eating,xWant,1
PersonX enters ___ eating contest,to win the eating competition,xWant,1
PersonX enters ___ eating contest,drink water,xWant,1
PersonX enters ___ eating contest,to tell their friends,xWant,1
PersonX enters ___ eating contest,stuff their face,xWant,1
PersonX enters ___ eating contest,to become a world champion in eating,xWant,1
PersonX practices ___ for a month,to beat PersonX,oWant,1
PersonX practices ___ for a month,to play tennis with PersonX,oWant,1
PersonX practices ___ for a month,hardworking,xAttr,1
PersonX practices ___ for a month,dedicated,xAttr,1
PersonX practices ___ for a month,determined,xAttr,1
PersonX practices ___ for a month,ambitous,xAttr,1
PersonX practices ___ for a month,hard-working,xAttr,1
PersonX practices ___ for a month,careful,xAttr,1
PersonX practices ___ for a month,gets sore legs,xEffect,1
PersonX practices ___ for a month,gets tired,xEffect,1
PersonX practices ___ for a month,gets paid for doing it,xEffect,1
PersonX practices ___ for a month,gets bored,xEffect,1
PersonX practices ___ for a month,gets better,xEffect,1
PersonX practices ___ for a month,runs faster,xEffect,1
PersonX practices ___ for a month,to win the competition,xIntent,1
PersonX practices ___ for a month,to be good at it,xIntent,1
PersonX practices ___ for a month,to learn something,xIntent,1
PersonX practices ___ for a month,Have a place to train at,xNeed,1
PersonX practices ___ for a month,to have great willpower,xNeed,1
