p,q,r,output
PersonX is seldomly cleaning out PersonY's garage,Uncaring,xAttr,0
PersonX is seldomly cleaning out PersonY's garage,not Uncaring,xAttr,0
PersonX isn't seldomly cleaning out PersonY's garage,not Uncaring,xAttr,0
PersonX hardly ever puts an ad in the paper,becomes nervous,xNeed,0
PersonX hardly ever puts an ad in the paper,Doesn't become nervous,xNeed,0
PersonX hardly ever doesn't put an ad in the paper,Doesn't become nervous,xNeed,0
PersonX barely urges PersonY forward,unexperienced,oEffect,0
PersonX barely urges PersonY forward,not unexperienced,oEffect,0
PersonX barely doesn't urge PersonY forward,not unexperienced,oEffect,0
PersonX is on no condition driving PersonY nuts,play a different support,xWant,0
PersonX is on no condition driving PersonY nuts,Don't play a different support,xWant,0
PersonX isn't on no condition driving PersonY nuts,Don't play a different support,xWant,0
PersonX avoids the ball,committed,xReact,0
PersonX avoids the ball,not Commit,xReact,0
PersonX doesn't avoid the ball,not Commit,xReact,0
PersonX by no means loves the gift,make up with personX,oReact,0
PersonX by no means loves the gift,Don't make up with personX,oReact,0
PersonX by no means doesn't love the gift,Don't make up with personX,oReact,0
PersonX disaffects PersonY's ability,to buy food,oReact,0
PersonX disaffects PersonY's ability,don't buy food,oReact,0
PersonX doesn't disaffect PersonY's ability,don't buy food,oReact,0
PersonX avoids socializing with PersonY's girlfriend,lethargic,xWant,0
PersonX avoids socializing with PersonY's girlfriend,not lethargic,xWant,0
PersonX doesn't avoid socializing with PersonY's girlfriend,not lethargic,xWant,0
PersonX gets uncreative,to be selfish,xAttr,0
PersonX gets uncreative,don't be selfish,xAttr,0
PersonX doesn't get uncreative,don't be selfish,xAttr,0
PersonX fails to take any money,seek out friends for advice,xReact,0
PersonX fails to take any money,Don't seek out friends for advice,xReact,0
PersonX doesn't fail to take any money,Don't seek out friends for advice,xReact,0
PersonX has problem with doing something special for PersonY,to be alone,xNeed,0
PersonX has problem with doing something special for PersonY,don't be alone,xNeed,0
PersonX doesn't have problem with doing something special for PersonY,don't be alone,xNeed,0
PersonX has no influence on PersonY decisions.,to win,xReact,0
PersonX has no influence on PersonY decisions.,don't win,xReact,0
PersonX doesn't have no influence on PersonY decisions.,don't win,xReact,0
PersonX is usually somber and rarely laughs,rejected,xEffect,0
PersonX is usually somber and rarely laughs,not Reject,xEffect,0
PersonX isn't usually somber and rarely laughs,not Reject,xEffect,0
PersonX never fights with PersonY,distracted,xIntent,0
PersonX never fights with PersonY,not Distract,xIntent,0
PersonX never doesn't fight with PersonY,not Distract,xIntent,0
PersonX disapproves declaring war against PersonY,becomes not creative,xReact,0
PersonX disapproves declaring war against PersonY,Becomeses creative,xReact,0
PersonX doesn't disapprove declaring war against PersonY,Becomeses creative,xReact,0
PersonX disestablishes PersonX's identity,short,xWant,0
PersonX disestablishes PersonX's identity,not short,xWant,0
PersonX disestablishes PersonX's identity,not short,xWant,0
PersonX has no luck in online auctions,slighted,xNeed,0
PersonX has no luck in online auctions,Didn't slight,xNeed,0
PersonX doesn't have no luck in online auctions,Didn't slight,xNeed,0
PersonX on no condition gets down on one knee,gets begged by personY,oReact,0
PersonX on no condition gets down on one knee,Gets beg by personY,oReact,0
PersonX on no condition doesn't get down on one knee,Gets beg by personY,oReact,0
PersonX rarely takes PersonY's daughter,to get a plan,xAttr,0
PersonX rarely takes PersonY's daughter,don't get a plan,xAttr,0
PersonX rarely doesn't take PersonY's daughter,don't get a plan,xAttr,0
PersonX never runs 5 miles,Content,xEffect,0
PersonX never runs 5 miles,not Content,xEffect,0
PersonX never doesn't run 5 miles,not Content,xEffect,0
PersonX has problem with putting it in PersonY pocket,avoid being undecided,xNeed,0
PersonX has problem with putting it in PersonY pocket,Don't avoid being undecided,xNeed,0
PersonX doesn't have problem with putting it in PersonY pocket,Don't avoid being undecided,xNeed,0
PersonX ceases making jokes,controlled,xNeed,0
PersonX ceases making jokes,not Control,xNeed,0
PersonX doesn't cease making jokes,not Control,xNeed,0
PersonX denies PersonY an explanation,be convinced,oReact,0
PersonX denies PersonY an explanation,Be convince,oReact,0
PersonX doesn't deny PersonY an explanation,Be convince,oReact,0
PersonX wants to avoid time with PersonY.,dig around them with a shovel,xWant,0
PersonX wants to avoid time with PersonY.,Don't dig around them with a shovel,xWant,0
PersonX doesn't want to avoid time with PersonY.,Don't dig around them with a shovel,xWant,0
PersonX always unwanted a puppy,indifferent,xNeed,0
PersonX always unwanted a puppy,not indifferent,xNeed,0
PersonX always unwanted a puppy,not indifferent,xNeed,0
PersonX refuses to own PersonX's own business,to go hotel,xAttr,0
PersonX refuses to own PersonX's own business,don't go hotel,xAttr,0
PersonX doesn't refuse to own PersonX's own business,don't go hotel,xAttr,0
PersonX refuses to help PersonY.,PersonY feels insulted,oEffect,0
PersonX refuses to help PersonY.,PersonY doesn't feel insulted,oEffect,0
PersonX doesn't refuse to help PersonY.,PersonY doesn't feel insulted,oEffect,0
PersonX is in no way following PersonY,frowns,xWant,0
PersonX is in no way following PersonY,Doesn't frown,xWant,0
PersonX isn't in no way following PersonY,Doesn't frown,xWant,0
PersonX refuses to help,to reassure PersonY,xWant,0
PersonX refuses to help,don't reassure PersonY,xWant,0
PersonX doesn't refuse to help,don't reassure PersonY,xWant,0
PersonX discontinues doing PersonY's research,avoided,xEffect,0
PersonX discontinues doing PersonY's research,not Avoid,xEffect,0
PersonX doesn't discontinue doing PersonY's research,not Avoid,xEffect,0
PersonX never buys PersonY drinks,to play video games,xWant,0
PersonX never buys PersonY drinks,don't play video games,xWant,0
PersonX never doesn't buy PersonY drinks,don't play video games,xWant,0
PersonX is unready to leave,hermit like,xAttr,0
PersonX is unready to leave,not hermit like,xAttr,0
PersonX isn't unready to leave,not hermit like,xAttr,0
PersonX refuses to admire PersonY's work,learns new skills,oReact,0
PersonX refuses to admire PersonY's work,Doesn't learn new skills,oReact,0
PersonX doesn't refuse to admire PersonY's work,Doesn't learn new skills,oReact,0
PersonX gives PersonY no battle,pity,xReact,0
PersonX gives PersonY no battle,not pity,xReact,0
PersonX doesn't give PersonY no battle,not pity,xReact,0
PersonX opposes asking PersonY to the dance,receives compliments,xWant,0
PersonX opposes asking PersonY to the dance,Doesn't receive compliments,xWant,0
PersonX doesn't oppose asking PersonY to the dance,Doesn't receive compliments,xWant,0
PersonX no longer gets PersonY thinking,to decide on a plan,xReact,0
PersonX no longer gets PersonY thinking,don't decide on a plan,xReact,0
PersonX no longer doesn't get PersonY thinking,don't decide on a plan,xReact,0
PersonX disobeys PersonY's commands,give an explanation,xReact,0
PersonX disobeys PersonY's commands,Don't give an explanation,xReact,0
PersonX doesn't disobey PersonY's commands,Don't give an explanation,xReact,0
PersonX lacks a great time with PersonY's friends,stingy,xWant,0
PersonX lacks a great time with PersonY's friends,Don't stingy,xWant,0
PersonX doesn't lack a great time with PersonY's friends,Don't stingy,xWant,0
PersonX refuses to dance with PersonY.,like they are interrupting,xWant,0
PersonX refuses to dance with PersonY.,Like they aren't interrupting,xWant,0
PersonX doesn't refuse to dance with PersonY.,Like they aren't interrupting,xWant,0
PersonX dislikes school,gets scolded,xWant,0
PersonX dislikes school,Gets scold,xWant,0
PersonX doesn't dislike school,Gets scold,xWant,0
PersonX avoids socializing with PersonY's girlfriend,work harder,xAttr,0
PersonX avoids socializing with PersonY's girlfriend,Don't work harder,xAttr,0
PersonX doesn't avoid socializing with PersonY's girlfriend,Don't work harder,xAttr,0
PersonX rarely lets PersonY's stay,lonely,xAttr,0
PersonX rarely lets PersonY's stay,not lonely,xAttr,0
PersonX rarely doesn't let PersonY's stay,not lonely,xAttr,0
PersonX no longer lifts PersonY's head,cheerful,oWant,0
PersonX no longer lifts PersonY's head,not cheerful,oWant,0
PersonX no longer doesn't lift PersonY's head,not cheerful,oWant,0
PersonX refuses to answer PersonY's inquiry.,timid,xReact,0
PersonX refuses to answer PersonY's inquiry.,not timid,xReact,0
PersonX doesn't refuse to answer PersonY's inquiry.,not timid,xReact,0
PersonX no longer pays PersonY's back,shy,xIntent,0
PersonX no longer pays PersonY's back,not shy,xIntent,0
PersonX no longer doesn't pay PersonY's back,not shy,xIntent,0
PersonX in no way brings PersonY to the hospital,to play another game with PersonX,xWant,0
PersonX in no way brings PersonY to the hospital,don't play another game with PersonX,xWant,0
PersonX in no way doesn't bring PersonY to the hospital,don't play another game with PersonX,xWant,0
PersonX dislikes personY,eat it themself,oEffect,0
PersonX dislikes personY,Don't eat it themself,oEffect,0
PersonX doesn't dislike personY,Don't eat it themself,oEffect,0
PersonX no longer is in the car with PersonY's mom,to find a source of food,xWant,0
PersonX no longer is in the car with PersonY's mom,don't find a source of food,xWant,0
PersonX no longer isn't in the car with PersonY's mom,don't find a source of food,xWant,0
PersonX ceases buying everything PersonY needed,angry,xAttr,0
PersonX ceases buying everything PersonY needed,not angry,xAttr,0
PersonX doesn't cease buying everything PersonY needed,not angry,xAttr,0
PersonX discontinues easing PersonY's nerves,unfriendly,xWant,0
PersonX discontinues easing PersonY's nerves,not unfriendly,xWant,0
PersonX doesn't discontinue easing PersonY's nerves,not unfriendly,xWant,0
PersonX is under no circumstances in a car accident,uninterested,xReact,0
PersonX is under no circumstances in a car accident,not uninterested,xReact,0
PersonX isn't under no circumstances in a car accident,not uninterested,xReact,0
PersonX dislikes personY,fasting,xAttr,0
PersonX dislikes personY,not Fast,xAttr,0
PersonX doesn't dislike personY,not Fast,xAttr,0
PersonX is on no condition playing football with PersonY's friends,gets yelled at,oReact,0
PersonX is on no condition playing football with PersonY's friends,Gets yell at,oReact,0
PersonX isn't on no condition playing football with PersonY's friends,Gets yell at,oReact,0
PersonX refuses to give PersonY evidence,disinterested,oReact,0
PersonX refuses to give PersonY evidence,not Disinterest,oReact,0
PersonX doesn't refuse to give PersonY evidence,not Disinterest,oReact,0
PersonX seldomly enjoys PersonY's time together,plan for meet a person,oReact,0
PersonX seldomly enjoys PersonY's time together,Plan for don't meet a person,oReact,0
PersonX seldomly doesn't enjoy PersonY's time together,Plan for don't meet a person,oReact,0
PersonX unlocks the door,to confront,xIntent,0
PersonX unlocks the door,don't confront,xIntent,0
PersonX doesn't unlock the door,don't confront,xIntent,0
PersonX opposes supporting PersonY's cause,to kiss PersonX,xWant,0
PersonX opposes supporting PersonY's cause,don't kiss PersonX,xWant,0
PersonX doesn't oppose supporting PersonY's cause,don't kiss PersonX,xWant,0
PersonX refuses to go beyond the scope,stupid,xReact,0
PersonX refuses to go beyond the scope,not stupid,xReact,0
PersonX doesn't refuse to go beyond the scope,not stupid,xReact,0
PersonX never gets PersonY's things,to put in more effort,xNeed,0
PersonX never gets PersonY's things,don't put in more effort,xNeed,0
PersonX never doesn't get PersonY's things,don't put in more effort,xNeed,0
PersonX stops taking PersonY to the circus,Selfish,xReact,0
PersonX stops taking PersonY to the circus,not Selfish,xReact,0
PersonX doesn't stop taking PersonY to the circus,not Selfish,xReact,0
PersonX has trouble with owing PersonY money,distant from the kids,oWant,0
PersonX has trouble with owing PersonY money,not distant from the kids,oWant,0
PersonX doesn't have trouble with owing PersonY money,not distant from the kids,oWant,0
PersonX avoids buying a cake,to star,xIntent,0
PersonX avoids buying a cake,don't star,xIntent,0
PersonX doesn't avoid buying a cake,don't star,xIntent,0
PersonX stops loving PersonX's mother,left out,xNeed,0
PersonX stops loving PersonX's mother,Didn't leave out,xNeed,0
PersonX doesn't stop loving PersonX's mother,Didn't leave out,xNeed,0
PersonX never downloads the app,to think about PersonY,xAttr,0
PersonX never downloads the app,don't think about PersonY,xAttr,0
PersonX never doesn't download the app,don't think about PersonY,xAttr,0
PersonX stops providing PersonY education,to ride,xReact,0
PersonX stops providing PersonY education,don't ride,xReact,0
PersonX doesn't stop providing PersonY education,don't ride,xReact,0
PersonX refuses to give up,depressed,xNeed,0
PersonX refuses to give up,not depressed,xNeed,0
PersonX doesn't refuse to give up,not depressed,xNeed,0
PersonX is barely outside playing,uncaring,xIntent,0
PersonX is barely outside playing,not uncaring,xIntent,0
PersonX isn't barely outside playing,not uncaring,xIntent,0
PersonX avoids all contact with PersonY.,regretful,oReact,0
PersonX avoids all contact with PersonY.,not regretful,oReact,0
PersonX doesn't avoid all contact with PersonY.,not regretful,oReact,0
PersonX never has a big crush on PersonY,serious,xReact,0
PersonX never has a big crush on PersonY,not serious,xReact,0
PersonX never doesn't have a big crush on PersonY,not serious,xReact,0
PersonX gets a ride home without PersonY,swindled,oReact,0
PersonX gets a ride home without PersonY,Didn't swindle,oReact,0
PersonX doesn't get a ride home without PersonY,Didn't swindle,oReact,0
PersonX dissuades PersonY from joining,free from person X,xNeed,0
PersonX dissuades PersonY from joining,not free from person X,xNeed,0
PersonX doesn't dissuade PersonY from joining,not free from person X,xNeed,0
PersonX is unafraid of the water,shy,xAttr,0
PersonX is unafraid of the water,not shy,xAttr,0
PersonX isn't unafraid of the water,not shy,xAttr,0
PersonX by no means plays video games together,mean,xAttr,0
PersonX by no means plays video games together,Don't mean,xAttr,0
PersonX by no means doesn't play video games together,Don't mean,xAttr,0
PersonX avoids PersonY's lips.,to know PersonY,xIntent,0
PersonX avoids PersonY's lips.,don't know PersonY,xIntent,0
PersonX doesn't avoid PersonY's lips.,don't know PersonY,xIntent,0
PersonX not at all provides PersonY service,To tell personY that they do not want to give them anymore money,xIntent,0
PersonX not at all provides PersonY service,To tell personY that they do want to give them anymore money,xIntent,0
PersonX not at all doesn't provide PersonY service,To tell personY that they do want to give them anymore money,xIntent,0
PersonX not by any means kills PersonY's husband,stresses that he didn't think about it more,xIntent,0
PersonX not by any means kills PersonY's husband,Stresseses that he didthink about it more,xIntent,0
PersonX not by any means doesn't kill PersonY's husband,Stresseses that he didthink about it more,xIntent,0
PersonX barely gets PersonX's dream job,mindless,xNeed,0
PersonX barely gets PersonX's dream job,not mindless,xNeed,0
PersonX barely doesn't get PersonX's dream job,not mindless,xNeed,0
PersonX stops filling PersonY's pipe,unexpressive,xAttr,0
PersonX stops filling PersonY's pipe,not unexpressive,xAttr,0
PersonX doesn't stop filling PersonY's pipe,not unexpressive,xAttr,0
PersonX no longer watches the movie together,nervous,xIntent,0
PersonX no longer watches the movie together,not nervous,xIntent,0
PersonX no longer doesn't watch the movie together,not nervous,xIntent,0
PersonX lacks dinner together,confused,xReact,0
PersonX lacks dinner together,not Confuse,xReact,0
PersonX doesn't lack dinner together,not Confuse,xReact,0
PersonX is on no condition going out with friends,fed-up,xAttr,0
PersonX is on no condition going out with friends,not Feed-up,xAttr,0
PersonX isn't on no condition going out with friends,not Feed-up,xAttr,0
PersonX is seldomly visiting PersonY,disgusted,oWant,0
PersonX is seldomly visiting PersonY,not Disgust,oWant,0
PersonX isn't seldomly visiting PersonY,not Disgust,oWant,0
PersonX is rarely at the mall with PersonY's friends,gets compliments,xWant,0
PersonX is rarely at the mall with PersonY's friends,Doesn't get compliments,xWant,0
PersonX isn't rarely at the mall with PersonY's friends,Doesn't get compliments,xWant,0
PersonX hardly ever bribes PersonY with candy,thinks he should have ordered sausage,oReact,0
PersonX hardly ever bribes PersonY with candy,Doesn't think he should have ordered sausage,oReact,0
PersonX hardly ever bribes PersonY with candy,Doesn't think he should have ordered sausage,oReact,0
PersonX denied there was a problem,bashful,oReact,0
PersonX denied there was a problem,not bashful,oReact,0
PersonX didn't deny there was a problem,not bashful,oReact,0
PersonX refuses to visit PersonY,to say rude things to PersonY,xWant,0
PersonX refuses to visit PersonY,don't say rude things to PersonY,xWant,0
PersonX doesn't refuse to visit PersonY,don't say rude things to PersonY,xWant,0
PersonX on no condition calls PersonY's friend,gets sent away,xAttr,0
PersonX on no condition calls PersonY's friend,Gets send away,xAttr,0
PersonX on no condition doesn't call PersonY's friend,Gets send away,xAttr,0
PersonX has problem with surprising PersonX's parents,bored,xEffect,0
PersonX has problem with surprising PersonX's parents,not bored,xEffect,0
PersonX doesn't have problem with surprising PersonX's parents,not bored,xEffect,0
PersonX under no circumstances starts flirting with PersonY,to avoid pay back,xAttr,0
PersonX under no circumstances starts flirting with PersonY,don't avoid pay back,xAttr,0
PersonX under no circumstances doesn't start flirting with PersonY,don't avoid pay back,xAttr,0
PersonX refuses to help PersonY with chores,unburdened,xEffect,0
PersonX refuses to help PersonY with chores,not unburdened,xEffect,0
PersonX doesn't refuse to help PersonY with chores,not unburdened,xEffect,0
PersonX opposes calling PersonY up,an older car,xAttr,0
PersonX opposes calling PersonY up,not an older car,xAttr,0
PersonX doesn't oppose calling PersonY up,not an older car,xAttr,0
PersonX makes no attempt to restore PersonY to health,to drive,xNeed,0
PersonX makes no attempt to restore PersonY to health,don't drive,xNeed,0
PersonX doesn't make no attempt to restore PersonY to health,don't drive,xNeed,0
PersonX unwraps PersonY's arms around PersonY's waist,annoyed,xAttr,0
PersonX unwraps PersonY's arms around PersonY's waist,not Annoy,xAttr,0
PersonX doesn't unwrap PersonY's arms around PersonY's waist,not Annoy,xAttr,0
PersonX goes to the zoo in the absence of PersonX's family,unwealthy,xWant,0
PersonX goes to the zoo in the absence of PersonX's family,not unwealthy,xWant,0
PersonX doesn't go to the zoo in the absence of PersonX's family,not unwealthy,xWant,0
PersonX avoids shaveing PersonY's face,resolve their differences with personX,xWant,0
PersonX avoids shaveing PersonY's face,Don't resolve their differences with personX,xWant,0
PersonX doesn't avoid shaveing PersonY's face,Don't resolve their differences with personX,xWant,0
PersonX is seldomly driving PersonY nuts,have had person y as a customer,oEffect,0
PersonX is seldomly driving PersonY nuts,Haven't had person y as a customer,oEffect,0
PersonX isn't seldomly driving PersonY nuts,Haven't had person y as a customer,oEffect,0
PersonX no longer cheers loudly,to apologize,xAttr,0
PersonX no longer cheers loudly,don't apologize,xAttr,0
PersonX no longer doesn't cheer loudly,don't apologize,xAttr,0
PersonX is under no circumstances at PersonY's desk,joy,xReact,0
PersonX is under no circumstances at PersonY's desk,not joy,xReact,0
PersonX isn't under no circumstances at PersonY's desk,not joy,xReact,0
PersonX finds the imperfect dress,to avoid fighting,xEffect,0
PersonX finds the imperfect dress,don't avoid fighting,xEffect,0
PersonX doesn't find the imperfect dress,don't avoid fighting,xEffect,0
PersonX stopped smoking cigarettes.,easygoing,xAttr,0
PersonX stopped smoking cigarettes.,not Easygo,xAttr,0
PersonX didn't stop smoking cigarettes.,not Easygo,xAttr,0
PersonX hardly ever proposes to PersonY,to ride the horse,xAttr,0
PersonX hardly ever proposes to PersonY,don't ride the horse,xAttr,0
PersonX hardly ever doesn't propose to PersonY,don't ride the horse,xAttr,0
PersonX denies that they are walking down the sidewalk,hear about it,xAttr,0
PersonX denies that they are walking down the sidewalk,Don't hear about it,xAttr,0
PersonX doesn't deny that they are walking down the sidewalk,Don't hear about it,xAttr,0
PersonX has problem with surprising PersonY with a trip,talk to personY,xAttr,0
PersonX has problem with surprising PersonY with a trip,Don't talk to personY,xAttr,0
PersonX doesn't have problem with surprising PersonY with a trip,Don't talk to personY,xAttr,0
Person X avoids Person Y's friends.,blind,xIntent,0
Person X avoids Person Y's friends.,not blind,xIntent,0
Person X doesn't avoid Person Y's friends.,not blind,xIntent,0
PersonX urges PersonY to refuse,decided,xWant,0
PersonX urges PersonY to refuse,Didn't decide,xWant,0
PersonX doesn't urge PersonY to refuse,Didn't decide,xWant,0
PersonX unveiled PersonY,shameful,xNeed,0
PersonX unveiled PersonY,not shameful,xNeed,0
PersonX didn't unveil PersonY,not shameful,xNeed,0
PersonX is seldomly playing basketball with PersonY's friends,to divorce persony,oReact,0
PersonX is seldomly playing basketball with PersonY's friends,don't divorce persony,oReact,0
PersonX isn't seldomly playing basketball with PersonY's friends,don't divorce persony,oReact,0
PersonX hires no one,shows ingratitude,xAttr,0
PersonX hires no one,Doesn't show ingratitude,xAttr,0
PersonX doesn't hire no one,Doesn't show ingratitude,xAttr,0
PersonX disagrees to try it,becomes disalusioned with person x,xReact,0
PersonX disagrees to try it,Doesn't become disalusioned with person x,xReact,0
PersonX doesn't disagree to try it,Doesn't become disalusioned with person x,xReact,0
PersonX avoids turning PersonY around,unmusical,xReact,0
PersonX avoids turning PersonY around,not unmusical,xReact,0
PersonX doesn't avoid turning PersonY around,not unmusical,xReact,0
PersonX avoids buying a cake,to keep working,xIntent,0
PersonX avoids buying a cake,don't keep working,xIntent,0
PersonX doesn't avoid buying a cake,don't keep working,xIntent,0
PersonX is unangry at PersonY's brother,To not break the law,xWant,0
PersonX is unangry at PersonY's brother,To not don't break the law,xWant,0
PersonX isn't unangry at PersonY's brother,To not don't break the law,xWant,0
PersonX stops pulling PersonY into a hug,to pay better attention to PersonY's health,xWant,0
PersonX stops pulling PersonY into a hug,don't pay better attention to PersonY's health,xWant,0
PersonX doesn't stop pulling PersonY into a hug,don't pay better attention to PersonY's health,xWant,0
PersonX lacks a new boyfriend,stresses he may lose money on not investing,xWant,0
PersonX lacks a new boyfriend,Stresseses he may lose money on investing,xWant,0
PersonX doesn't lack a new boyfriend,Stresseses he may lose money on investing,xWant,0
PersonX in no way brings PersonY food,happy because he wants to be single,oEffect,0
PersonX in no way brings PersonY food,Happy because he doesn't want to be single,oEffect,0
PersonX in no way doesn't bring PersonY food,Happy because he doesn't want to be single,oEffect,0
PersonX says nothing,to ignore PersonX,xIntent,0
PersonX says nothing,don't ignore PersonX,xIntent,0
PersonX doesn't say nothing,don't ignore PersonX,xIntent,0
PersonX no longer holds PersonX's baby,stay committed to personY,xReact,0
PersonX no longer holds PersonX's baby,Don't stay committed to personY,xReact,0
PersonX no longer doesn't hold PersonX's baby,Don't stay committed to personY,xReact,0
PersonX has problem with putting it in PersonY pocket,like a disappointment,oReact,0
PersonX has problem with putting it in PersonY pocket,not like a disappointment,oReact,0
PersonX doesn't have problem with putting it in PersonY pocket,not like a disappointment,oReact,0
PersonX avoids finding a date,to be quiet,xAttr,0
PersonX avoids finding a date,don't be quiet,xAttr,0
PersonX doesn't avoid finding a date,don't be quiet,xAttr,0
PersonX refuses to admire PersonY's work,to move on with his life,xAttr,0
PersonX refuses to admire PersonY's work,don't move on with his life,xAttr,0
PersonX doesn't refuse to admire PersonY's work,don't move on with his life,xAttr,0
PersonX rarely holds out PersonY's arms,sleepy,xIntent,0
PersonX rarely holds out PersonY's arms,not sleepy,xIntent,0
PersonX rarely doesn't hold out PersonY's arms,not sleepy,xIntent,0
PersonX is barely kind to PersonY,cries out in pain,xIntent,0
PersonX is barely kind to PersonY,Doesn't cry out in pain,xIntent,0
PersonX isn't barely kind to PersonY,Doesn't cry out in pain,xIntent,0
PersonX is unready to leave,angry,oReact,0
PersonX is unready to leave,not angry,oReact,0
PersonX isn't unready to leave,not angry,oReact,0
PersonX fails to ask PersonY's wife,tired,xWant,0
PersonX fails to ask PersonY's wife,not tired,xWant,0
PersonX doesn't fail to ask PersonY's wife,not tired,xWant,0
PersonX seldomly kisses PersonY's hands,shy,xWant,0
PersonX seldomly kisses PersonY's hands,not shy,xWant,0
PersonX seldomly doesn't kiss PersonY's hands,not shy,xWant,0
PersonX dissuades PersonY from accepting,to get their foot out of the bear trap,xAttr,0
PersonX dissuades PersonY from accepting,don't get their foot out of the bear trap,xAttr,0
PersonX doesn't dissuade PersonY from accepting,don't get their foot out of the bear trap,xAttr,0
PersonX avoids increasing PersonY's profits,free from person X,oEffect,0
PersonX avoids increasing PersonY's profits,not free from person X,oEffect,0
PersonX doesn't avoid increasing PersonY's profits,not free from person X,oEffect,0
PersonX asks PersonY few questions,to stop their bad behavior,xWant,0
PersonX asks PersonY few questions,don't stop their bad behavior,xWant,0
PersonX doesn't ask PersonY few questions,don't stop their bad behavior,xWant,0
PersonX has trouble with acting in PersonY capacity,to hang out with x,oWant,0
PersonX has trouble with acting in PersonY capacity,don't hang out with x,oWant,0
PersonX doesn't have trouble with acting in PersonY capacity,don't hang out with x,oWant,0
PersonX is hardly cleaning PersonY's apartment,keep something a secret,xReact,0
PersonX is hardly cleaning PersonY's apartment,Don't keep something a secret,xReact,0
PersonX isn't hardly cleaning PersonY's apartment,Don't keep something a secret,xReact,0
PersonX never downloads the app,fall asleep,xReact,0
PersonX never downloads the app,Don't fall asleep,xReact,0
PersonX never doesn't download the app,Don't fall asleep,xReact,0
PersonX has problem with doing something special for PersonY,to play a trick on PersonY,xNeed,0
PersonX has problem with doing something special for PersonY,don't play a trick on PersonY,xNeed,0
PersonX doesn't have problem with doing something special for PersonY,don't play a trick on PersonY,xNeed,0
PersonX unlearns fast,to be invlved in a disagreement,xAttr,0
PersonX unlearns fast,To be invlve in a disagreement,xAttr,0
PersonX unlearns fast,To be invlve in a disagreement,xAttr,0
PersonX displeases PersonX's father,eat junk food,xWant,0
PersonX displeases PersonX's father,Don't eat junk food,xWant,0
PersonX displeases PersonX's father,Don't eat junk food,xWant,0
PersonX urges PersonY to refuse,to make a sale,xReact,0
PersonX urges PersonY to refuse,don't make a sale,xReact,0
PersonX doesn't urge PersonY to refuse,don't make a sale,xReact,0
PersonX stops redoing PersonY's kitchen,depressed,oWant,0
PersonX stops redoing PersonY's kitchen,not depressed,oWant,0
PersonX doesn't stop redoing PersonY's kitchen,not depressed,oWant,0
PersonX refuses to give PersonY's hand,go home,xReact,0
PersonX refuses to give PersonY's hand,Don't go home,xReact,0
PersonX doesn't refuse to give PersonY's hand,Don't go home,xReact,0
PersonX seldomly puts PersonY to bed,mean,xAttr,0
PersonX seldomly puts PersonY to bed,Don't mean,xAttr,0
PersonX seldomly doesn't put PersonY to bed,Don't mean,xAttr,0
PersonX avoids PersonX's friends,lonely,xAttr,0
PersonX avoids PersonX's friends,not lonely,xAttr,0
PersonX doesn't avoid PersonX's friends,not lonely,xAttr,0
PersonX no longer provides PersonY with information,afraid,xWant,0
PersonX no longer provides PersonY with information,not afraid,xWant,0
PersonX no longer doesn't provide PersonY with information,not afraid,xWant,0
PersonX never likes to meet for lunch,self interested,xIntent,0
PersonX never likes to meet for lunch,not self interested,xIntent,0
